age,study_hours_per_week,attendance_rate,prior_gpa_10pt,test_score,admission_date,fee_paid_inr,student_id_s0002,student_id_s0003,student_id_s0004,student_id_s0005,student_id_s0006,student_id_s0007,student_id_s0008,student_id_s0009,student_id_s0010,student_id_s0011,student_id_s0012,student_id_s0013,student_id_s0014,student_id_s0015,student_id_s0016,student_id_s0017,student_id_s0018,student_id_s0019,student_id_s0020,student_id_s0021,student_id_s0022,student_id_s0023,student_id_s0024,student_id_s0025,student_id_s0026,student_id_s0027,student_id_s0028,student_id_s0029,student_id_s0030,student_id_s0031,student_id_s0032,student_id_s0033,student_id_s0034,student_id_s0035,student_id_s0036,student_id_s0037,student_id_s0038,student_id_s0039,student_id_s0040,student_id_s0041,student_id_s0042,student_id_s0043,student_id_s0044,student_id_s0045,student_id_s0046,student_id_s0047,student_id_s0048,student_id_s0049,student_id_s0050,student_id_s0051,student_id_s0052,student_id_s0053,student_id_s0054,student_id_s0055,student_id_s0056,student_id_s0057,student_id_s0058,student_id_s0059,student_id_s0060,student_id_s0061,student_id_s0062,student_id_s0063,student_id_s0064,student_id_s0065,student_id_s0066,student_id_s0067,student_id_s0068,student_id_s0069,student_id_s0070,student_id_s0071,student_id_s0072,student_id_s0073,student_id_s0074,student_id_s0075,student_id_s0076,student_id_s0077,student_id_s0078,student_id_s0079,student_id_s0080,student_id_s0081,student_id_s0082,student_id_s0083,student_id_s0084,student_id_s0085,student_id_s0086,student_id_s0087,student_id_s0088,student_id_s0089,student_id_s0090,student_id_s0091,student_id_s0092,student_id_s0093,student_id_s0094,student_id_s0095,student_id_s0096,student_id_s0097,student_id_s0098,student_id_s0099,student_id_s0100,student_id_s0101,student_id_s0102,student_id_s0103,student_id_s0104,student_id_s0105,student_id_s0106,student_id_s0107,student_id_s0108,student_id_s0109,student_id_s0110,student_id_s0111,student_id_s0112,student_id_s0113,student_id_s0114,student_id_s0115,student_id_s0116,student_id_s0117,student_id_s0118,student_id_s0119,student_id_s0120,student_id_s0121,student_id_s0122,student_id_s0123,student_id_s0124,student_id_s0125,student_id_s0126,student_id_s0127,student_id_s0128,student_id_s0129,student_id_s0130,student_id_s0131,student_id_s0132,student_id_s0133,student_id_s0134,student_id_s0135,student_id_s0136,student_id_s0137,student_id_s0138,student_id_s0139,student_id_s0140,student_id_s0141,student_id_s0142,student_id_s0143,student_id_s0144,student_id_s0145,student_id_s0146,student_id_s0147,student_id_s0148,student_id_s0149,student_id_s0150,student_id_s0151,student_id_s0152,student_id_s0153,student_id_s0154,student_id_s0155,student_id_s0156,student_id_s0157,student_id_s0158,student_id_s0159,student_id_s0160,student_id_s0161,student_id_s0162,student_id_s0163,student_id_s0164,student_id_s0165,student_id_s0166,student_id_s0167,student_id_s0168,student_id_s0169,student_id_s0170,student_id_s0171,student_id_s0172,student_id_s0173,student_id_s0174,student_id_s0175,student_id_s0176,student_id_s0177,student_id_s0178,student_id_s0179,student_id_s0180,student_id_s0181,student_id_s0182,student_id_s0183,student_id_s0184,student_id_s0185,student_id_s0186,student_id_s0187,student_id_s0188,student_id_s0189,student_id_s0190,student_id_s0191,student_id_s0192,student_id_s0193,student_id_s0194,student_id_s0195,student_id_s0196,student_id_s0197,student_id_s0198,student_id_s0199,student_id_s0200,gender_f,gender_female,gender_m,gender_male,gender_other,gender_prefer not to say,city_chennai,city_delhi,city_hyderabad,city_kolkata,city_mumbai,city_pune,city_remote,course_stream_bsc,course_stream_cs,course_stream_ece,course_stream_ee,course_stream_mba,course_stream_mca,course_stream_me,has_internet_no,has_internet_y,has_internet_yes,device_type_laptop,device_type_mobile,device_type_tablet,parental_education_phd,parental_education_postgrad,parental_education_undergrad,scholarship_partial,scholarship_yes,comments_good coder,comments_late enrollment,comments_needs scholarship support,comments_prefers evening classes,comments_transferred from another program
20,16.5,50.2,7.16,91.2,,69190,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
20,13.5,77.2,6.55,94.9,,46082,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
23,16.1,80.2,6.34,58.8,2023-08-11,57100,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16,15.1,89.7,7.33,62.2,,51043,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
16,7.9,70.9,6.89,72.3,,49643,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
20,9.2,52.7,9,73,,69287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18,15.7,62,4.02,77.9,,56258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
23,15.1,66.8,8.51,98.2,2023-03-04,62772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
19,11.9,83.8,8.7,65.3,,59625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
17,,79.2,4.71,56,2023-05-06,63816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
